id,title,description,availability,condition,price,link,image_link,brand,google_product_category,color,size
EN-PACK-349,Essence Noble Pack Femme Marocaine,"Pack Essence Noble with Moroccan robe, Disaar SPF60+, Brume 71, Vasalaine Lip Therapies, beauty tool, and gift box.",in_stock,new,349 MAD,https://ilyasoh.github.io/pour-elle-maroc-landing/,https://ilyasoh.github.io/pour-elle-maroc-landing/assets/hero-pack.webp,Essence Noble,Apparel & Accessories > Clothing,Multiple,S/M/L/XL
